date,ticker,open,high,low,close,volume
2024-01-23,BBB,45.8563,46.6633,45.8501,46.3178,1006306
2024-01-23,CCC,52.1852,52.7492,52.173,52.6643,559907
2024-01-23,DDD,65.4969,66.6556,65.2273,66.4523,319675
2024-01-23,EEE,79.5059,80.1915,79.4311,79.6724,687624
2024-01-24,AAA,32.1069,32.2124,31.6338,31.773,346690
2024-01-24,BBB,46.5712,47.2169,46.2239,47.1558,717447
2024-01-24,CCC,52.8516,52.9529,52.3024,52.3868,869129
2024-01-24,DDD,66.2814,67.3768,66.1898,67.1021,495102
2024-01-24,EEE,79.8541,79.9109,78.4533,78.8911,723145
2024-01-25,AAA,31.8525,31.992,31.7278,31.916,915282
2024-01-25,BBB,47.1611,47.954,47.0394,47.8313,757950
2024-01-25,CCC,52.5599,54.0317,52.3005,53.7875,1151987
2024-01-25,DDD,67.3637,68.4388,67.2604,68.3303,650834
2024-01-25,EEE,79.0672,80.3829,78.9982,80.1682,743283
2024-01-26,AAA,31.8697,31.9409,31.7262,31.7455,1099737
2024-01-26,BBB,48.0994,48.3174,48.0428,48.1554,393963
2024-01-26,CCC,53.7349,54.4853,53.6197,54.3401,870105
2024-01-26,DDD,68.5305,68.5991,67.5126,67.7643,798337
2024-01-26,EEE,79.8555,80.4511,79.487,80.1328,842122
2024-01-29,AAA,31.7471,31.8728,31.526,31.6492,789677
2024-01-29,BBB,48.2815,49.0332,48.1629,48.814,753882
2024-01-29,CCC,54.2393,55.0983,54.1862,54.8826,670658
2024-01-29,DDD,68.038,68.2007,67.5951,67.7694,419883
2024-01-29,EEE,80.4292,80.948,80.2648,80.7537,806996
2024-01-30,AAA,31.6367,32.0531,31.5469,31.9842,981499
2024-01-30,BBB,48.6444,48.6576,48.1396,48.3074,221549
2024-01-30,CCC,54.7375,56.3841,54.4565,56.1593,955352
2024-01-30,DDD,68.0452,68.145,66.6235,66.8709,721010
2024-01-30,EEE,80.6289,81.7995,80.5581,81.5111,907144
2024-01-31,AAA,31.815,31.847,31.3922,31.5119,657592
2024-01-31,BBB,47.7363,48.1376,47.4861,48.1132,850814
2024-01-31,CCC,56.1617,56.5199,56.058,56.3571,264755
2024-01-31,DDD,66.708,67.0926,65.6842,65.9085,517630
2024-01-31,EEE,81.8002,82.5713,81.4451,82.4865,746480
2024-02-01,AAA,31.4643,31.6404,31.18,31.2515,524704
2024-02-01,BBB,48.1826,48.1932,47.4985,47.7793,1129977
2024-02-01,CCC,56.6907,56.8485,56.0463,56.1265,791865
2024-02-01,DDD,65.989,66.1677,64.359,65.0031,1006439
2024-02-01,EEE,82.4919,82.9732,81.5538,81.9319,290780
2024-02-02,AAA,31.2258,31.2601,30.9107,30.9826,1126295
2024-02-02,BBB,48.2238,48.5148,47.926,48.0407,1021643
2024-02-02,CCC,56.2782,57.35,56.1383,57.1146,1052346
2024-02-02,DDD,65.3723,65.4169,64.5166,64.723,1045005
2024-02-02,EEE,81.7012,84.6686,81.5741,84.5816,1283035
2024-02-05,AAA,30.7685,31.497,30.6616,31.3756,901917
2024-02-05,BBB,47.9782,48.171,47.6187,47.7519,1166846
2024-02-05,CCC,56.9676,57.8419,56.6862,57.6987,1292354
2024-02-05,DDD,64.6929,66.781,64.55,66.7499,1468701
2024-02-05,EEE,83.785,84.6076,83.6249,84.3894,631729
2024-02-06,AAA,31.3846,31.4455,30.8056,30.9127,413340
2024-02-06,BBB,47.7301,49.1143,47.5782,48.7439,1211919
2024-02-06,CCC,57.5013,57.6863,56.6645,57.0325,721782
2024-02-06,DDD,66.5259,67.3294,66.4008,67.2199,438418
2024-02-06,EEE,84.1867,85.3725,83.8123,85.0172,1150001
2024-02-07,AAA,31.1108,31.1892,30.9716,31.0012,1179884
2024-02-07,BBB,48.8135,50.2041,48.7378,49.958,1110475
2024-02-07,CCC,57.096,57.1101,55.5322,55.6285,337610
2024-02-07,DDD,67.5797,68.0237,67.3153,67.6782,919896
2024-02-07,EEE,84.8495,84.9726,84.0559,84.1248,733031
2024-02-08,AAA,31.1697,31.3153,31.0479,31.1636,728865
2024-02-08,BBB,50.1556,50.4966,50.1341,50.3415,669604
2024-02-08,CCC,55.5097,55.677,55.3164,55.4234,542432
2024-02-08,DDD,67.8225,67.8435,66.2555,66.4248,794021
2024-02-08,EEE,83.8067,84.5425,83.7606,84.376,1062677
2024-02-09,AAA,31.0154,31.8466,30.9799,31.7919,1486382
2024-02-09,BBB,50.0541,50.0809,49.3774,49.5369,690623
2024-02-09,CCC,55.5963,55.8468,54.1555,54.4105,616876
2024-02-09,DDD,66.1226,66.8845,65.9367,66.8209,601878
2024-02-09,EEE,84.5197,85.0814,84.2641,84.7589,533253
2024-02-12,AAA,31.8726,31.9541,31.3475,31.3493,947000
2024-02-12,BBB,49.089,49.7424,48.9577,49.6125,442130
2024-02-12,CCC,54.5577,54.8093,54.393,54.7579,472806
2024-02-12,DDD,66.9831,68.1924,66.8821,67.9784,738249
2024-02-12,EEE,84.2364,86.833,84.0523,86.6804,1001982
2024-02-13,AAA,31.3886,31.5354,30.8316,31.0488,1065883
2024-02-13,BBB,49.3233,51.1619,49.007,51.0486,701612
2024-02-13,CCC,55.1614,55.5392,54.7713,54.7893,898215
2024-02-13,DDD,67.8395,68.0986,66.7356,66.9816,1420041
2024-02-13,EEE,86.7064,87.2138,85.8782,86.2771,429525
2024-02-14,AAA,30.9259,31.3234,30.8165,31.2839,827733
2024-02-14,BBB,51.072,51.6978,50.8394,51.5093,564554
2024-02-14,CCC,55.0042,55.276,54.1531,54.2078,1482441
2024-02-14,DDD,67.3043,67.5169,66.275,66.286,1310892
2024-02-14,EEE,86.4981,87.4902,86.0918,87.3689,655704
2024-02-15,AAA,31.2319,31.2874,30.9756,31.0601,660055
2024-02-15,BBB,51.6902,51.7033,50.8681,51.0548,693585
2024-02-15,CCC,54.1845,54.9261,53.9969,54.7014,744337
2024-02-15,DDD,66.2783,68.9801,66.0265,68.7211,1373361
2024-02-15,EEE,86.8762,87.6434,86.5779,87.302,564157
2024-02-16,AAA,31.0403,31.2283,31.0295,31.1994,1270705
2024-02-16,BBB,51.0501,51.1397,50.6891,50.7325,540927
2024-02-16,CCC,54.6647,55.1644,54.4372,54.8795,1496131
2024-02-16,DDD,69.3044,69.6513,67.7513,68.0674,1380927
2024-02-16,EEE,87.0509,87.7757,86.7973,87.4068,877444
2024-02-19,AAA,31.1926,31.3965,30.997,31.0984,603296
2024-02-19,BBB,50.5085,50.77,50.4731,50.5856,323893
2024-02-19,CCC,54.7336,55.613,54.6315,55.5625,862104
2024-02-19,DDD,67.7942,69.133,67.7051,68.7511,722276
2024-02-19,EEE,87.5317,87.8576,87.4257,87.7969,948944
2024-02-20,AAA,30.951,31.0261,30.903,30.9929,322218
2024-02-20,BBB,50.471,50.5593,49.6127,49.8946,1255896
2024-02-20,CCC,55.7794,56.4477,55.4524,56.2963,884071
2024-02-20,DDD,68.1898,68.4378,67.0639,67.1567,711910
2024-02-20,EEE,87.3712,89.0381,87.0443,88.7483,1326881
2024-02-21,AAA,30.8911,32.0142,30.8542,31.8651,447614
2024-02-21,BBB,49.8523,50.3943,49.7918,50.1937,1381057
2024-02-21,CCC,56.3511,57.5767,56.0045,57.4987,912148
2024-02-21,DDD,67.3019,67.7892,64.8698,65.2469,1139551
2024-02-21,EEE,88.3209,90.021,87.7609,89.7634,1288057
2024-02-22,AAA,31.8452,32.1888,31.7913,32.0952,1437827
2024-02-22,BBB,50.2202,51.7441,50.0145,51.5824,1172350
2024-02-22,CCC,57.4206,57.7972,57.417,57.7267,189877
2024-02-22,DDD,65.4786,65.822,65.1957,65.3469,196124
2024-02-22,EEE,89.8845,91.4334,89.4857,91.3429,1325207
2024-02-23,AAA,32.0368,32.3682,32.0225,32.3504,380032
2024-02-23,BBB,51.1703,52.2897,50.9952,52.2707,257931
2024-02-23,CCC,57.5458,58.8974,57.4982,58.3652,858988
2024-02-23,DDD,65.4255,65.7408,65.2466,65.4719,1214237
2024-02-23,EEE,91.5477,91.7065,91.0342,91.2764,318094
2024-02-26,AAA,32.3711,33.1388,32.2555,33.0475,1357013
2024-02-26,BBB,52.2048,53.2973,52.1805,53.2511,1407604
2024-02-26,CCC,58.7222,59.0948,58.4789,58.9104,964468
2024-02-26,DDD,65.8332,66.19,65.3542,65.6136,1262054
2024-02-26,EEE,91.4567,91.9694,91.428,91.8004,1357492
2024-02-27,AAA,33.0765,33.7247,32.9041,33.6514,1349910
2024-02-27,BBB,53.2012,53.3407,51.3274,51.4381,653609
2024-02-27,CCC,58.7508,58.8009,57.4741,57.5196,1046663
2024-02-27,DDD,65.5122,67.8184,65.2446,67.3975,234575
2024-02-27,EEE,92.7144,94.7196,92.6818,94.3521,960705
2024-02-28,AAA,33.676,34.378,33.6672,34.359,304696
2024-02-28,BBB,51.403,52.3934,51.1854,52.327,788429
2024-02-28,CCC,57.2154,57.3256,55.7654,55.84,194766
2024-02-28,DDD,67.2116,67.4695,66.0347,66.2863,996473
2024-02-28,EEE,94.8583,95.3453,94.5973,95.2905,250904
2024-02-29,AAA,34.5959,35.2218,34.5187,35.1291,664715
2024-02-29,BBB,52.3917,53.0557,52.3566,52.7937,1486156
2024-02-29,CCC,55.9083,56.5422,55.6564,56.2728,207755
2024-02-29,DDD,66.109,68.6467,65.757,68.3181,1033954
2024-02-29,EEE,95.6201,95.9823,95.6079,95.7608,1205105
2024-03-01,AAA,35.0033,35.1534,34.6769,34.7537,971185
2024-03-01,BBB,52.9519,52.9718,52.1655,52.225,323427
2024-03-01,CCC,56.3411,56.622,56.1561,56.3951,1444155
2024-03-01,DDD,68.7028,69.0778,67.1458,67.4289,1420430
2024-03-01,EEE,95.7292,98.0287,95.5328,97.6565,256062
2024-03-04,AAA,34.731,34.97,34.529,34.8419,548672
2024-03-04,BBB,52.1705,53.5929,51.9893,53.3433,1168678
2024-03-04,CCC,56.3201,56.397,55.9895,56.2055,872214
2024-03-04,DDD,67.4899,67.9225,67.2009,67.73,1361353
2024-03-04,EEE,98.0575,98.4277,96.1266,96.5108,476379
2024-03-05,AAA,34.5562,35.3039,34.5108,35.2018,354005
2024-03-05,BBB,53.2928,54.4103,53.2185,54.3797,533872
2024-03-05,CCC,56.0567,56.0891,55.5307,55.8074,195587
2024-03-05,DDD,67.4459,67.5468,66.7321,66.9628,348203
2024-03-05,EEE,96.2977,96.617,94.8778,95.0557,1495718
2024-03-06,AAA,35.0781,35.1599,34.6104,34.7784,291392
2024-03-06,BBB,54.4658,54.8692,54.3813,54.8618,1010787
2024-03-06,CCC,55.6148,56.2501,55.5103,55.9916,389733
2024-03-06,DDD,67.0204,67.2977,66.9035,67.0294,1499752
2024-03-06,EEE,94.9844,96.5157,94.687,96.4178,1196233
2024-03-07,AAA,34.7111,34.9634,34.5373,34.8817,1155458
2024-03-07,BBB,54.5599,54.7898,54.4757,54.6944,1433067
2024-03-07,CCC,55.8713,57.0395,55.6991,56.9153,937475
2024-03-07,DDD,66.9132,67.1785,66.8091,66.8541,270219
2024-03-07,EEE,96.5694,98.4178,96.2179,98.0333,1038677
2024-03-08,AAA,35.0683,35.2923,35.0119,35.1976,838897
2024-03-08,BBB,54.8715,55.4859,54.7499,55.336,1195618
2024-03-08,CCC,56.9198,57.9858,56.6872,57.9509,1077668
2024-03-08,DDD,67.1165,67.1483,65.8086,66.155,1117575
2024-03-08,EEE,97.7524,98.2648,97.5243,97.9145,825365
2024-03-11,AAA,35.2224,35.4209,35.1104,35.3915,212814
2024-03-11,BBB,55.0822,55.1438,54.7478,54.8427,364873
2024-03-11,CCC,57.9506,59.6977,57.7354,59.6101,1117201
2024-03-11,DDD,66.2322,66.5791,65.7448,65.8809,500468
2024-03-11,EEE,98.1624,100.5699,97.8852,100.1935,1437031
2024-03-12,AAA,35.7479,35.9893,35.5344,35.5805,1154589
2024-03-12,BBB,54.8782,55.1229,54.097,54.1064,1103378
2024-03-12,CCC,59.9859,61.7729,59.9282,61.3641,836628
2024-03-12,DDD,65.7041,66.9674,65.612,66.8307,227708
2024-03-12,EEE,100.1068,100.4275,98.0119,98.3521,657893
2024-03-13,AAA,35.4964,35.6253,34.8585,35.0481,1241756
2024-03-13,BBB,54.1803,54.3414,54.0387,54.0437,514005
2024-03-13,CCC,61.4191,61.447,60.7747,60.8788,260133
2024-03-13,DDD,66.7815,68.1163,66.7258,68.0851,554887
2024-03-13,EEE,98.0798,100.1423,97.501,99.979,1077680
2024-03-14,AAA,34.9564,35.0017,34.7395,34.8326,1189994
2024-03-14,BBB,54.05,54.3234,53.1726,53.2486,1345508
2024-03-14,CCC,61.0976,61.3788,60.2216,60.4364,245657
2024-03-14,DDD,68.5873,68.8471,68.4307,68.5834,478765
2024-03-14,EEE,99.8227,101.6747,99.5438,101.3923,619640
2024-03-15,AAA,34.7105,34.808,34.684,34.7019,979940
2024-03-15,BBB,53.216,54.3847,53.1312,54.1627,231010
2024-03-15,CCC,60.256,60.5915,59.9333,60.3057,804211
2024-03-15,DDD,68.4796,68.5538,68.035,68.4331,214596
2024-03-15,EEE,102.4204,102.7665,101.8989,102.3416,1173809
2024-03-18,AAA,34.9974,35.0123,34.1536,34.1812,1289930
2024-03-18,BBB,53.8115,54.2622,53.5486,54.1707,408101
2024-03-18,CCC,60.1235,61.4823,60.0914,61.3302,272151
2024-03-18,DDD,68.6515,68.7937,65.7787,65.9224,1267802
2024-03-18,EEE,102.1431,102.7005,99.3847,99.7643,634048
2024-03-19,AAA,34.021,35.5419,33.8957,35.4617,1257870
2024-03-19,BBB,53.8703,53.9517,53.7274,53.942,438054
2024-03-19,CCC,61.1461,61.5304,60.7826,61.1206,291514
2024-03-19,DDD,65.7431,65.9231,65.0585,65.3085,1130585
2024-03-19,EEE,99.0553,101.9417,98.3781,101.5004,1162932
2024-03-20,AAA,35.3217,36.3806,35.1608,36.2895,970098
2024-03-20,BBB,54.0235,54.2345,53.3272,53.5221,500933
2024-03-20,CCC,61.0489,61.4437,60.838,61.276,772452
2024-03-20,DDD,64.8974,65.0495,64.5364,64.9671,763181
2024-03-20,EEE,102.1172,102.377,97.9617,98.4417,388042
2024-03-21,AAA,36.2701,36.2791,36.1286,36.22,398501
2024-03-21,BBB,53.2935,54.869,53.0129,54.7108,1398817
2024-03-21,CCC,61.454,62.103,61.4134,61.7732,1101611
2024-03-21,DDD,64.8992,65.6077,64.4867,65.4976,1178600
2024-03-21,EEE,98.6174,99.1402,94.5637,94.9175,1336114
2024-03-22,AAA,36.2537,36.3222,36.0557,36.1984,861114
2024-03-22,BBB,54.3997,55.8356,54.0887,55.7032,494139
2024-03-22,CCC,61.7005,62.6891,61.6229,62.562,328784
2024-03-22,DDD,65.3815,65.744,65.2798,65.4044,906703
2024-03-22,EEE,94.7612,96.0459,94.3458,95.9766,685402
2024-03-25,AAA,36.2494,36.473,36.1406,36.3601,1078543
2024-03-25,BBB,55.6547,56.0642,55.4557,55.9393,562047
2024-03-25,CCC,62.5904,63.3777,62.1585,63.1649,933364
2024-03-25,DDD,65.4045,65.7366,64.9347,65.5061,1393373
2024-03-25,EEE,95.2134,97.8868,95.0889,97.8839,1494094
2024-03-26,AAA,36.4061,36.5082,35.8801,36.1398,1028187
2024-03-26,BBB,55.9298,56.1064,55.7591,55.8509,857717
2024-03-26,CCC,63.158,63.3859,62.0866,62.1816,671709
2024-03-26,DDD,64.8829,66.169,64.6834,65.9282,1422883
2024-03-26,EEE,97.9012,98.272,95.552,95.5653,1498283
2024-03-27,AAA,36.0295,36.4293,35.8355,36.4011,934027
2024-03-27,BBB,55.4539,58.2736,55.3719,58.0618,710703
2024-03-27,CCC,62.5323,62.6346,60.4952,60.9256,515136
2024-03-27,DDD,65.993,66.5822,65.802,66.3869,1203307
2024-03-27,EEE,95.3558,96.913,95.27,96.6564,791195
2024-03-28,AAA,36.471,36.6284,36.2939,36.6105,1236919
2024-03-28,BBB,58.0726,58.8614,57.7618,58.5963,698402
2024-03-28,CCC,61.1761,61.3531,60.8525,61.0319,491386
2024-03-28,DDD,66.2429,67.1644,65.6436,67.0903,647581
2024-03-28,EEE,96.6593,96.9819,95.9546,96.3166,864885
2024-03-29,AAA,36.5414,36.6703,36.1054,36.2178,1371502
2024-03-29,BBB,58.0468,59.9264,57.8292,59.5583,1390962
2024-03-29,CCC,61.1095,61.3557,60.9415,61.2679,1400050
2024-03-29,DDD,66.6889,67.5025,66.6133,67.285,961713
2024-03-29,EEE,96.4268,96.9094,95.8127,96.0826,1050659
2024-04-01,AAA,36.2028,36.2932,36.0654,36.185,1456418
2024-04-01,BBB,59.2676,60.575,59.0725,60.494,975345
2024-04-01,CCC,61.8315,62.0059,60.5086,60.8794,1268961
2024-04-01,DDD,67.5663,67.8327,66.6557,66.9326,312099
2024-04-01,EEE,96.011,96.9088,95.6226,96.7438,1199263
2024-04-02,AAA,36.1507,36.2719,35.0383,35.1646,1311995
2024-04-02,BBB,60.7565,60.8518,60.4559,60.8195,349347
2024-04-02,CCC,60.5576,61.3633,60.3505,61.2344,1035951
2024-04-02,DDD,66.6135,69.2877,66.2776,68.8705,671044
2024-04-02,EEE,96.7547,97.7489,96.5279,97.5156,1276057
2024-04-03,AAA,34.9175,35.2274,34.6921,35.0991,626472
2024-04-03,BBB,60.7699,60.933,60.5265,60.9294,392839
2024-04-03,CCC,61.2887,63.0905,61.0263,62.7287,363121
2024-04-03,DDD,68.635,69.7932,68.4937,69.5634,382409
2024-04-03,EEE,96.8736,97.2632,96.5382,96.8983,508291
2024-04-04,AAA,35.053,35.6565,35.0216,35.5542,665115
2024-04-04,BBB,61.0875,61.0884,60.4795,60.668,1169145
2024-04-04,CCC,63.3285,63.457,62.7227,62.8149,502708
2024-04-04,DDD,68.9961,69.7639,68.8003,69.4,1338846
2024-04-04,EEE,97.633,97.8517,96.1285,96.2488,576327
2024-04-05,AAA,35.7391,35.8879,35.2744,35.5039,1196783
2024-04-05,BBB,60.9518,61.1129,60.5793,60.6771,1448528
2024-04-05,CCC,63.4006,63.6947,61.7446,61.8889,881192
2024-04-05,DDD,69.2445,69.5019,68.9089,68.9925,931924
2024-04-05,EEE,95.5813,96.161,94.3469,94.8918,834881
2024-04-08,AAA,35.7516,35.9221,35.5851,35.7833,613436
2024-04-08,BBB,60.8073,61.922,60.6536,61.7843,1385362
2024-04-08,CCC,62.3757,62.6269,62.2216,62.6209,1452498
2024-04-08,DDD,69.1358,69.6912,69.0871,69.5104,1465236
2024-04-08,EEE,95.5793,95.7988,93.4714,93.7021,389106
2024-04-09,AAA,35.7928,35.8503,35.571,35.749,226394
2024-04-09,BBB,61.8803,61.9125,60.3576,60.6306,1254741
2024-04-09,CCC,62.1266,62.6725,61.9738,62.3532,495113
2024-04-09,DDD,69.1032,69.7664,68.9997,69.7005,1143697
2024-04-09,EEE,93.9491,96.7364,93.6205,96.0256,1000757
2024-04-10,AAA,35.7217,36.3708,35.5609,36.1776,447174
2024-04-10,BBB,60.3638,62.7901,59.9656,62.6151,1391575
2024-04-10,CCC,62.2651,64.6896,62.0635,64.5503,472976
2024-04-10,DDD,69.5756,70.0563,69.1618,69.419,735603
2024-04-10,EEE,95.3161,95.549,94.7546,95.2584,905297
2024-04-11,AAA,36.2833,37.0674,36.1793,37.062,1447118
2024-04-11,BBB,62.4407,63.9109,62.2531,63.6913,308468
2024-04-11,CCC,64.404,65.6985,64.0746,65.5845,1235358
2024-04-11,DDD,69.3163,69.9954,69.2211,69.8691,1362144
2024-04-11,EEE,95.2662,96.4399,94.9371,96.3426,1029121
2024-04-12,AAA,37.2861,37.4455,36.8687,36.9279,1445721
2024-04-12,BBB,63.6685,63.681,63.0143,63.2211,554947
2024-04-12,CCC,65.2631,65.6548,63.6085,63.8514,1393195
2024-04-12,DDD,69.8191,70.6288,69.5068,70.4368,490827
2024-04-12,EEE,96.4068,97.3166,95.9504,97.1799,928976
2024-04-15,AAA,36.9327,36.9537,36.514,36.5747,867122
2024-04-15,BBB,63.1636,63.7131,62.8492,63.6984,568264
2024-04-15,CCC,63.8079,64.001,63.0274,63.3105,472253
2024-04-15,DDD,70.2706,70.3217,68.442,68.8928,1033381
2024-04-15,EEE,97.3288,98.1211,92.4836,92.4851,312167
2024-04-16,AAA,36.7437,36.8987,36.3259,36.3835,993338
2024-04-16,BBB,63.6269,63.627,63.1455,63.2055,1049194
2024-04-16,CCC,63.3796,63.5571,62.4446,62.7044,437953
2024-04-16,DDD,68.4756,68.6629,66.5759,66.713,1273615
2024-04-16,EEE,92.314,93.1098,91.9498,92.6399,211280
2024-04-17,AAA,36.394,36.7511,36.1671,36.611,491135
2024-04-17,BBB,63.5161,63.6254,62.6019,62.8711,1260090
2024-04-17,CCC,62.794,63.1195,61.5176,61.763,551394
2024-04-17,DDD,67.2319,67.4757,65.2225,65.4811,415205
2024-04-17,EEE,92.9353,93.3146,92.0655,93.0324,932591
2024-04-18,AAA,36.6975,36.7035,36.2295,36.4465,971463
2024-04-18,BBB,62.8355,63.4804,62.7142,63.1806,1321932
2024-04-18,CCC,61.5568,61.9926,61.217,61.816,578367
2024-04-18,DDD,65.3814,66.4435,65.1054,66.2822,327970
2024-04-18,EEE,92.3959,93.6694,91.9067,93.4905,220480
2024-04-19,AAA,36.5699,36.7705,36.4006,36.7023,1144305
2024-04-19,BBB,62.8313,62.953,61.9653,61.9964,902904
2024-04-19,CCC,61.596,61.9736,61.3865,61.849,1496836
2024-04-19,DDD,66.7056,66.93,64.3952,64.7554,1495199
2024-04-19,EEE,92.6837,92.9677,91.1349,91.6612,981227
2024-04-22,AAA,36.7367,37.031,36.69,36.9003,620401
2024-04-22,BBB,62.5853,62.615,61.5161,61.7264,881306
2024-04-22,CCC,61.9783,62.7034,61.6159,62.4053,540143
2024-04-22,DDD,64.4544,64.68,63.749,63.9493,812172
2024-04-22,EEE,90.9798,91.6898,90.5865,91.3332,1020983
2024-04-23,AAA,36.8778,37.07,36.6934,36.9309,912617
2024-04-23,BBB,61.6046,61.8068,60.8256,60.9262,1404985
2024-04-23,CCC,62.1721,63.4883,61.995,63.4126,1004073
2024-04-23,DDD,63.6899,63.7197,63.4088,63.5934,785749
2024-04-23,EEE,91.7477,92.1634,88.4259,88.8939,1477229
2024-04-24,AAA,37.1498,37.206,36.9214,36.9715,758033
2024-04-24,BBB,60.8157,62.7571,60.5086,62.537,881729
2024-04-24,CCC,63.3006,63.4304,62.438,62.5416,1089344
2024-04-24,DDD,63.9869,64.1683,62.6792,63.0284,704665
2024-04-24,EEE,89.0791,90.4099,89.0223,89.9837,550936
2024-04-25,AAA,37.0964,37.2697,36.8865,37.1574,186455
